id,name,source_id,node_id,lat,long,country_code,comment,tags,nuts_id_1,nuts_id_2,nuts_id_3,uncertainty_nuts_id_1,uncertainty_nuts_id_2,uncertainty_nuts_id_3,method_nuts_id_1,method_nuts_id_2,method_nuts_id_3
N_31_M_LMGN,N_31_M_LMGN,['XX_5341'],['N_31_M_LMGN'],68.38434000000001,52.37528,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_33_M_LMGN,N_33_M_LMGN,['XX_5347'],['N_33_M_LMGN'],67.08381999999999,46.63019,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_34_NS_LMGN,N_34_NS_LMGN,['XX_9943'],['N_34_NS_LMGN'],53.8356,1.37543,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_361_M_LMGN,N_361_M_LMGN,['XX_5791'],['N_361_M_LMGN'],32.72426,35.451805,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_363_M_LMGN,N_363_M_LMGN,['XX_1050'],['N_363_M_LMGN'],33.253165,34.575795,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_366_M_LMGN,N_366_M_LMGN,['XX_5798'],['N_366_M_LMGN'],31.91901,35.28181,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_370_M_LMGN,N_370_M_LMGN,['XX_5807'],['N_370_M_LMGN'],32.00185,30.26553,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_376_M_LMGN,N_376_M_LMGN,['XX_5820'],['N_376_M_LMGN'],31.93284,32.818275,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_377_M_LMGN,N_377_M_LMGN,['XX_5824'],['N_377_M_LMGN'],35.98132000000001,41.07471,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_37_NS_LMGN,N_37_NS_LMGN,['XX_1094'],['N_37_NS_LMGN'],61.35524,3.17478,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_37_S_LMGN,N_37_S_LMGN,['XX_6892'],['N_37_S_LMGN'],33.77026,13.38226,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_38_M_LMGN,N_38_M_LMGN,['XX_5242'],['N_38_M_LMGN'],34.75019,38.76239,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_39_NS_LMGN,N_39_NS_LMGN,['XX_1500'],['N_39_NS_LMGN'],53.0176,3.5805300000000004,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_404_S_LMGN,N_404_S_LMGN,['XX_7255'],['N_404_S_LMGN'],42.08266,49.38733,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_405_S_LMGN,N_405_S_LMGN,['XX_7258'],['N_405_S_LMGN'],41.73686,49.12158,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_40_NS_LMGN,N_40_NS_LMGN,['XX_9946'],['N_40_NS_LMGN'],53.37273,3.63327,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_417_M_LMGN,N_417_M_LMGN,['XX_3193'],['N_417_M_LMGN'],46.72605,36.69265,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_41_NS_LMGN,N_41_NS_LMGN,['XX_10074'],['N_41_NS_LMGN'],55.95929,4.07796,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_444_M_LMGN,N_444_M_LMGN,['XX_5268'],['N_444_M_LMGN'],44.19929000000001,38.65296,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_452_M_LMGN,N_452_M_LMGN,['XX_5954'],['N_452_M_LMGN'],44.70556,37.28981,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_454_M_LMGN,N_454_M_LMGN,['XX_5960'],['N_454_M_LMGN'],30.71289,36.00391,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_45_M_LMGN,N_45_M_LMGN,['XX_5359'],['N_45_M_LMGN'],32.01959,31.62202000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_46_M_LMGN,N_46_M_LMGN,['XX_5360'],['N_46_M_LMGN'],31.91487,31.6355,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_48_M_LMGN,N_48_M_LMGN,['XX_5364'],['N_48_M_LMGN'],32.56166,30.45163,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_495_S_LMGN,N_495_S_LMGN,['XX_7350'],['N_495_S_LMGN'],34.097559999999994,-1.6838400000000002,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_49_NS_LMGN,N_49_NS_LMGN,['XX_10191'],['N_49_NS_LMGN'],64.30125,7.6643,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_51_M_LMGN,N_51_M_LMGN,['XX_5365'],['N_51_M_LMGN'],44.49603,37.80032,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_52_M_LMGN,N_52_M_LMGN,['XX_5368'],['N_52_M_LMGN'],44.31888,38.159,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_52_NS_LMGN,N_52_NS_LMGN,['XX_1497'],['N_52_NS_LMGN'],52.95898,3.2237,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_53_NS_LMGN,N_53_NS_LMGN,['XX_1496'],['N_53_NS_LMGN'],53.27811,3.15343,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_547_S_LMGN,N_547_S_LMGN,['XX_7406'],['N_547_S_LMGN'],45.5009,32.24392,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_551_S_LMGN,N_551_S_LMGN,['XX_7410'],['N_551_S_LMGN'],42.09478,41.59578,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_589_M_LMGN,N_589_M_LMGN,['XX_6154'],['N_589_M_LMGN'],32.150615,32.546315,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_59_NS_LMGN,N_59_NS_LMGN,['XX_9955'],['N_59_NS_LMGN'],60.120925,3.558995,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_641_M_LMGN,N_641_M_LMGN,['XX_6236'],['N_641_M_LMGN'],31.78799,26.14784,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_65_NS_LMGN,N_65_NS_LMGN,['XX_10005'],['N_65_NS_LMGN'],60.53349,2.82621,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_674_M_LMGN,N_674_M_LMGN,['XX_6308'],['N_674_M_LMGN'],32.049620000000004,32.6493,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_678_M_LMGN,N_678_M_LMGN,['XX_6319'],['N_678_M_LMGN'],34.93853,40.78971,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_6_M_LMGN,N_6_M_LMGN,['XX_5313'],['N_6_M_LMGN'],67.64787,47.07179,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_72_NS_LMGN,N_72_NS_LMGN,['XX_1114'],['N_72_NS_LMGN'],59.17465600000001,2.499794,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_73_NS_LMGN,N_73_NS_LMGN,['XX_9956'],['N_73_NS_LMGN'],58.94716999999999,3.14068,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_750_M_LMGN,N_750_M_LMGN,['XX_6456'],['N_750_M_LMGN'],31.72938,27.36205,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_751_M_LMGN,N_751_M_LMGN,['XX_6458'],['N_751_M_LMGN'],32.5933,30.2565,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_75_NS_LMGN,N_75_NS_LMGN,['XX_10093'],['N_75_NS_LMGN'],59.37161,2.61778,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_76_NS_LMGN,N_76_NS_LMGN,['XX_9959'],['N_76_NS_LMGN'],57.11021,1.89233,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_77_NS_LMGN,N_77_NS_LMGN,['XX_9960'],['N_77_NS_LMGN'],57.02266,1.71263,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_801_M_LMGN,N_801_M_LMGN,['XX_5284'],['N_801_M_LMGN'],35.59211,11.13096,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_82_NS_LMGN,N_82_NS_LMGN,['XX_9963'],['N_82_NS_LMGN'],53.7565,3.2829300000000003,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_82_S_LMGN,N_82_S_LMGN,['XX_6922'],['N_82_S_LMGN'],34.24698,-1.86537,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_832_M_LMGN,N_832_M_LMGN,['XX_6588'],['N_832_M_LMGN'],31.62245,34.13755,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_833_M_LMGN,N_833_M_LMGN,['XX_6591'],['N_833_M_LMGN'],30.72228,35.09058,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_834_M_LMGN,N_834_M_LMGN,['XX_6593'],['N_834_M_LMGN'],32.24989,32.47076,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_83_NS_LMGN,N_83_NS_LMGN,['XX_9964'],['N_83_NS_LMGN'],53.9748,3.17247,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_84_NS_LMGN,N_84_NS_LMGN,['XX_9966'],['N_84_NS_LMGN'],53.94177,3.60667,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_88_M_LMGN,N_88_M_LMGN,['XX_5395'],['N_88_M_LMGN'],42.53125,48.56207,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_890_M_LMGN,N_890_M_LMGN,['XX_6706'],['N_890_M_LMGN'],34.70324,11.56353,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_90_L_LMGN,N_90_L_LMGN,['XX_4259'],['N_90_L_LMGN'],47.18775,39.03982,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_919_M_LMGN,N_919_M_LMGN,['XX_6764'],['N_919_M_LMGN'],31.20794,35.88145,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_91_NS_LMGN,N_91_NS_LMGN,['XX_9973'],['N_91_NS_LMGN'],55.91119000000001,4.6752,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_93_M_LMGN,N_93_M_LMGN,['XX_5410'],['N_93_M_LMGN'],32.09257,30.07447,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_95_M_LMGN,N_95_M_LMGN,['XX_5412'],['N_95_M_LMGN'],31.76343,31.75093,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_96_NS_LMGN,N_96_NS_LMGN,['XX_9978'],['N_96_NS_LMGN'],57.92696,0.24044,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_97_NS_LMGN,N_97_NS_LMGN,['XX_9979'],['N_97_NS_LMGN'],57.91803,0.65025,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
N_98_M_LMGN,N_98_M_LMGN,['XX_5415'],['N_98_M_LMGN'],31.62052000000001,31.39257000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_0,Prod_0,['XX_1032'],['Prod_0'],54.18307,-11.04853,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_10,Prod_10,['XX_1042'],['Prod_10'],32.12608,34.42415,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_100,Prod_100,['XX_1132'],['Prod_100'],60.07798,2.38341,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_101,Prod_101,['XX_1133'],['Prod_101'],60.72033,2.2161,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_102,Prod_102,['XX_1134'],['Prod_102'],60.68386,2.90682,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_11,Prod_11,['XX_1043'],['Prod_11'],43.87352,-2.58376,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_13,Prod_13,['XX_1045'],['Prod_13'],45.13994,32.18736,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_14,Prod_14,['XX_1046'],['Prod_14'],44.3355,30.48413,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_17,Prod_17,['XX_1049'],['Prod_17'],44.0054,29.45083,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_19,Prod_19,['XX_1051'],['Prod_19'],45.31751,30.91494,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_2,Prod_2,['XX_1034'],['Prod_2'],34.39425,12.49689,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_20,Prod_20,['XX_1052'],['Prod_20'],54.61267,0.48694,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_21,Prod_21,['XX_1053'],['Prod_21'],65.70589,7.68486,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_22,Prod_22,['XX_1054'],['Prod_22'],64.28153,7.7831800000000015,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_23,Prod_23,['XX_1055'],['Prod_23'],32.24282,30.04726,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_25,Prod_25,['XX_1057'],['Prod_25'],32.42212,34.73709,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_26,Prod_26,['XX_1058'],['Prod_26'],32.3248,34.886590000000005,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_27,Prod_27,['XX_1059'],['Prod_27'],54.2194,-10.89533,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_29,Prod_29,['XX_1061'],['Prod_29'],56.1227,4.54606,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_31,Prod_31,['XX_1063'],['Prod_31'],65.94639000000001,7.861160000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_32,Prod_32,['XX_1064'],['Prod_32'],65.67103,7.568910000000002,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_33,Prod_33,['XX_1065'],['Prod_33'],64.98232,6.61159,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_34,Prod_34,['XX_1066'],['Prod_34'],32.11804,29.93669,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_35,Prod_35,['XX_1067'],['Prod_35'],32.33194,29.44032,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_38,Prod_38,['XX_1070'],['Prod_38'],43.55604,29.95703,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_39,Prod_39,['XX_1071'],['Prod_39'],53.73811,1.27395,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_40,Prod_40,['XX_1072'],['Prod_40'],54.38332,2.28618,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_41,Prod_41,['XX_1073'],['Prod_41'],31.95676,33.090090000000004,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_42,Prod_42,['XX_1074'],['Prod_42'],32.514720000000004,31.79108,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_43,Prod_43,['XX_1075'],['Prod_43'],32.35902,31.16877,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_44,Prod_44,['XX_1076'],['Prod_44'],32.5665,31.04055,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_46,Prod_46,['XX_1078'],['Prod_46'],57.39842,2.7383,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_47,Prod_47,['XX_1079'],['Prod_47'],53.56514,1.84402,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_48,Prod_48,['XX_1080'],['Prod_48'],53.69984,1.93389,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_49,Prod_49,['XX_1081'],['Prod_49'],54.05486,2.87711,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_50,Prod_50,['XX_1082'],['Prod_50'],57.78984000000001,-0.82934,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_51,Prod_51,['XX_1083'],['Prod_51'],32.19238,32.83319,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_52,Prod_52,['XX_1084'],['Prod_52'],32.171640000000004,32.5096,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_53,Prod_53,['XX_1085'],['Prod_53'],32.20794,32.27863,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_54,Prod_54,['XX_1086'],['Prod_54'],57.2925,2.93439,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_56,Prod_56,['XX_1088'],['Prod_56'],57.26519,1.8844,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_57,Prod_57,['XX_1089'],['Prod_57'],45.61847,31.68827000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_60,Prod_60,['XX_1092'],['Prod_60'],57.15221,4.00237,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_61,Prod_61,['XX_1093'],['Prod_61'],56.92576999999999,3.89624,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_64,Prod_64,['XX_1096'],['Prod_64'],64.3921,7.323410000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_65,Prod_65,['XX_1097'],['Prod_65'],32.44425,30.559040000000003,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_66,Prod_66,['XX_1098'],['Prod_66'],57.6198,0.8375,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_67,Prod_67,['XX_1099'],['Prod_67'],57.85582,0.7605,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
