id,name,comment,diameter_mm,end_year,is_H_gas,is_bothDirection,lat_mean,length_km,long_mean,max_cap_M_m3_per_d,max_pressure_bar,num_compressor,start_year,waterDepth_m,from_node_id,to_node_id,from_country_code,to_country_code,from_lat,to_lat,from_long,to_long,manually_added
P_P0725,Trans-Mediterranean Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0725,0.0,2050,1.0,0.0,35.294315,2475.0,7.940464,91.78082191780823,,0.0,1983.0,,N_hassi,INET_N_935,DZ,IT,32.9333,37.65533,3.2833,12.597628,True
P_P0439,Greenstream Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0439,0.0,2050,1.0,0.0,34.9834306,520.0,13.1913915,0.5753424657534246,,0.0,2004.0,,N_P0439,INET_N_530,LY,IT,32.9141632,37.052698,12.113564,14.269219,True
P_P2055,Medgaz Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P2055,0.0,2050,1.0,0.0,34.834050000000005,757.0,0.4898500000000001,21.91780821917808,,0.0,2011.0,,N_hassi,INET_N_38,DZ,ES,32.9333,36.7348,3.2833,-2.3036,True
P_P2056,Medgaz Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P2056,,2050,1.0,0.0,34.834050000000005,0.0,0.4898500000000001,7.397260273972603,,0.0,2022.0,,N_hassi,INET_N_38,DZ,ES,32.9333,36.7348,3.2833,-2.3036,True
P_P0453,Maghreb-Europe Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0453,,2050,1.0,0.0,34.531066,1350.0,-1.2751195,32.87671232876713,,0.0,1996.0,,N_hassi,INET_N_1650,DZ,ES,32.9333,36.128832,3.2833,-5.833539,True
P_P2326,Kohtla-Järve-Leningrad Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P2326,0.0,2050,1.0,0.0,59.753676049999996,203.0,29.257818049999997,14.794520547945206,,0.0,1948.0,,N_P2326,INET_N_1017,EE,EE,60.127659,59.3796931,30.336561,28.1790751,True
P_P2447,Valdai-Pskov-Riga Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P2447,0.0,2050,1.0,0.0,57.831340000000004,365.0,30.564825,7.397260273972603,,0.0,1972.0,,N_P2447,INET_N_680,RU,RU,57.95168,57.711000000000006,33.27965,27.85,True
P_P0774,Progress Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0774,0.0,2050,1.0,0.0,58.267892,4590.7,48.5885605,71.23287671232876,,0.0,1988.0,,N_yamburg,INET_N_1545,RU,UA,67.914984,48.6208,74.889238,22.287883,True
P_P0768,Urengoy-Pomary-Uzhgorod Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0768,0.0,2050,1.0,0.0,57.29375,4451.0,50.3272915,87.67123287671232,,0.0,1983.0,,N_urengoy,INET_N_1545,RU,UA,65.9667,48.6208,78.3667,22.287883,True
P_P0777,Kyiv–Western Border Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0777,0.0,2050,1.0,0.0,49.53545,1112.0,26.4056415,45.510317,,0.0,1970.0,,N_kiev,INET_N_1545,UA,UA,50.4501,48.6208,30.5234,22.287883,True
P_P1480,Kyiv–Western Border of Ukraine Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P1480,0.0,2050,1.0,0.0,50.1294484,399.9,27.08379235,45.510317,,0.0,1970.0,,N_kiev,INET_N_391,UA,PL,50.4501,49.8087968,30.5234,23.6441847,True
P_P0750,Minsk-Kaliningrad Interconnection Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0750,0.0,2050,1.0,0.0,54.4214755,155.0,26.871289150000003,6.8493150684931505,,0.0,1985.0,,INET_N_968,INET_N_783,BY,LT,54.126352,54.716599,27.995055,25.7475233,True
P_P0763,Trans-Anatolian Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0763,0.0,2050,1.0,0.0,41.3014455,1811.0,34.6055415,43.83561643835616,,0.0,2018.0,,N_P0763,INET_N_1305,GE,TR,41.6397,40.963191,42.8279,26.383183,True
P_P0765,TurkStream Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0765,0.0,2050,1.0,0.0,42.7315955,930.0,32.9415915,43.15068493150685,,0.0,2020.0,,N_russkaya,INET_N_1305,RU,TR,44.5,40.963191,39.5,26.383183,True
P_P1368,TurkStream Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P1368,0.0,2050,1.0,0.0,43.2705,930.0,33.259,43.15068493150685,,0.0,2020.0,,N_russkaya,INET_N_914,RU,TR,44.5,42.041,39.5,27.018,True
P_P0789,Urengoy-Novopskov Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0789,0.0,2050,1.0,0.0,57.7477885,3609.0,58.726125499999995,84.93150684931507,,0.0,1982.0,,N_urengoy,N_novopskov,RU,UA,65.9667,49.528877,78.3667,39.085551,True
P_P0790,Petrovsk-Novopskov Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0790,0.0,2050,1.0,0.0,50.894538499999996,609.0,42.2522405,38.35616438356164,,0.0,1980.0,,N_P0790,N_novopskov,RU,UA,52.2602,49.528877,45.41893,39.085551,True
P_P0791,Orenburg-Novopskov Gas Pipeline,This pipeline was created to represent the pipeline with ProjectID: P0791,0.0,2050,1.0,0.0,50.650788500000004,1230.0,47.092175499999996,40.0,,0.0,1975.0,,N_orenburg,N_novopskov,RU,UA,51.7727,49.528877,55.0988,39.085551,True
